Year,Detail
1923,"President Warren G. Harding suddenly fell ill on July 28thwhile returning from a trip to Alaska and was rushed to a San Francisco hospital where he died of a heart attack on August 2nd. Harding's undeviating Republicanism and vibrant speaking voice led him far in Ohio politics. He originally served in the state Senate and as Lieutenant Governor, but unsuccessfully ran for state Governor later. Harding's career soared after he delivered the nominating address for President Taft at the 1912 Republican Convention and he was eventually elected to the Senate in 1914. Many local supporters began to promote Harding for the 1920 Republican nomination and he went on to win the Presidential election by an unprecedented landslide of sixty percent of the popular vote."
1923,"The second Ku Klux Klan movement in U.S. history was initiated stirring widespread controversy and racial violence. Professing itself nonpolitical, the Klan nevertheless controlled politics in many communities and in 1922, 1924, and 1926 elected many state officials and a number of Congressmen. Texas, Oklahoma, Indiana, Oregon, and Maine were particularly under its influence. Its collapse thereafter was largely due to state laws that forbade the wearing masks in public, which eliminated the secret element, and apparently from the declining interest of its members."
1923,"Yankee Stadium debuted when ""The House That Ruth Built"" opened its doors on April 18thto an announced attendance of 74,217. ""The Babe"" himself provided the ""house warming gift"" with a three-run home run that beat Howard Ehmke and the Boston Red Sox 4-1."
1923,"On May 25th, Detroit Tigers legend Ty Cobb scored his one-thousand seven-hundred forty-first run to pass another legend, Pittsburgh Pirate Honus Wagner. ""The Georgia Peach"" went on to hold ninety separate Major League records when he retired in 1928."
1923,"The Cleveland Indians set an American League record on July 7thafter scoring in every inning against the Boston Red Sox. In eight innings (the home team did not bat in the ninth), ""The Tribe"" ran up twenty-seven runs, including thirteen in the sixth, for an embarrassing 27-3 win."
1923,"On April 7th, the longest National League opener (to date) took place with the Brooklyn Dodgers and Philadelphia Phillies battling head-to-head for a grueling, fourteen innings and a 5-5 tie."
1923,"A riot broke out in Chicago on September 16thafter umpire Charlie Moran made an ""out"" call at second base on Sparky Adams. Commissioner Judge Kenesaw Mountain Landis was in attendance and shook his cane at the angry mob as Moran and the other officials were pelted by hundreds of empty bottles. After holding up play for over fifteen minutes, the game resumed with the visiting New York Giants winning 10-6."
1923,"Dolf Luque of the Cincinnati Reds finished his season in style after posting an 11-1 finale over the St. Louis Cardinals. Following the game, Luque returned to Havana with a Major League leading win-loss record of 27-8 which is still the best single-season mark ever posted (to date) by a Latin American pitcher."
1923,"Pitching legend Christy Mathewson became the president of the Boston Braves franchise after purchasing the club with New York attorney Judge Emil Fuchs and Bostonian James McDonough for a reported sum of $300,000. However, Braves Field remained in the custody of former owner James Gaffney and eighty-five minority stockholders."
1923,"The St, Louis Cardinals announced plans for their players to wear numerals on their uniforms, and number them according to the team's batting line-up."
1923,"Two members of the infamous ""Black Sox Scandal"", in which the 1919 World Series was ""fixed"" in favor of the Cincinnati Reds, attempted to sue their former team, the Chicago White Sox. Swede Risberg and Happy Felsch unsuccessfully sought $400,000 in damages and $6,750 back salary for conspiracy and injury to reputation. Both men, along with all Chicago players involved in the incident, had been banned from baseball due to their undeniable link to gamblers."
1923,No games were played on August 3rdfollowing the death of President Harding in San Francisco. The entire major league schedule was also canceled one week later on the day of his funeral.
1923,"""People ask me what I do in the winter when there's no baseball. I'll tell you what I do. I stare out the window and wait for spring."" - Rogers Hornsby"
1923,Hitting Statistics League Leaderboard
1923,Pitching Statistics League Leaderboard
1923,Team Standings
1923,Hitting Statistics League Leaderboard
1923,Pitching Statistics League Leaderboard
1923,"On April 17, 1923, the St. Louis Cardinals wore a uniform number that corresponded to the player's position in the batting order. The practice ended due to costs and the team did not wear numbers on a regular basis until the1932 Cincinnati Redstook the field."
1923,"On September 17, 1923,George Kellyof the New York Giants became the first player to hit three home runs in three consecutive at-bats."
1923,"On October 10, 1923, the first World Series game was played in Yankee Stadium; however, the National League New York Giants won 5-to-4."
1923,Where what happened yesterdayis being preserved today.
1923,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1924,"Interior Secretary Albert B. Fall and oilmen Harry Sinclair and Edward L. Doheny were all charged with conspiracy and bribery in the ""Teapot Dome scandal"" which involved fraudulent leases of naval oil reserves. Fall was later indicted for conspiracy and for accepting bribes and after being convicted of the latter; he was sentenced to a year in prison and fined $100,000. In another trial for bribery Doheny and Sinclair were acquitted, although Sinclair was subsequently sentenced to prison for contempt of the Senate and for employing detectives to shadow members of the jury in his case. Eventually, the oil fields were restored to the U.S. government through a Supreme Court decision in 1927."
1924,"During a 12-4 Philadelphia Athletics' victory over the Cleveland Indians, first baseman Joe Hauser set an American League record with three homeruns and a double for a total of fourteen bases. Ty Cobb later broke the record with sixteen bags of his own on May 5, 1925."
1924,"On May 1st, White Sox shortstop Bill Barrett stole home twice (first and ninth innings) tying the Major League mark for home-plate thievery. Chicago went on to beat the Cleveland Indians 13-7."
1924,Washington Senators' ace Walter Johnson struck out fourteen on May 23rd(including six in a row) for a 4-0 one-hitter over the Chicago White Sox and his one-hundred third shutout. Johnson went on to finish the season with his best record in five years while going 23-7.
1924,"On April 15th, Rogers Hornsby of the St. Louis Cardinals went two-for-five on Opening Day (against Vic Aldridge of the Chicago Cubs) giving him a .400 batting average with one game under his belt. Later in the season, his .424 batting average would mark the highest Major League batting average of the twentieth century and from Opening Day forward his average never dipped at or below the .400 mark again."
1924,"Giant's first baseman George Kelly went ""solo"" on June 14thafter hitting three homers to drive in all of New York's runs during an 8-6 victory over the Cincinnati Reds. Over a decade later, Bob Johnson of the Philadelphia Athletics matched the ""one-man-show"" with an 8-3 win over the St. Louis Browns."
1924,"On July 11th, Chicago Cubs first baseman Lee Cotter equaled a Major League record with twenty-one putouts and one assist during a 9-1 loss against the Brooklyn Dodgers."
1924,"Following the American League's lead, the Nationals agreed to offer a $1000 cash prize to the player named their most valuable player as selected by an exclusive panel of sports writers."
1924,Sen Kaney called the first live radio broadcast (from a grandstand behind home plate) on October 1stat Cubs' Park in Chicago. The home team went on to beat their cross-town rival White Sox with a solid 10-7 effort.
1924,"On December 10th, both leagues agreed to a permanent rotation system for World Series play with the first two games at one league's park, next three at the other leagues park, last two (if needed) back at the first league's park, and all future openers to alternate between leagues. The National League was granted the inaugural advantage in 1925."
1924,"""I will concede (Rogers) Hornsby is a most valuable Player to himself."" - Sportswriter (and MVP voter) Jack Ryder"
1924,←1923| 1924 Hitting Statistics League Leaders |1925→
1924,←1923| 1924 Pitching Statistics League Leaders |1925→
1924,1924 Team Standings |1924 World Series
1924,Hitting Statistics League Leaderboard
1924,Pitching Statistics League Leaderboard
1924,"How wasRogers Hornsbyable to hit .424 during the 1924 season? He answered that exact question with, ""I hustled on everything I hit."""
1924,"OnJuly 16, 1924,George Kellyof the New York Giants hit a home run and became the first player to hit long balls in six consecutive games."
1924,"In 1917,Carl Mayswent 22-9 with the Boston Red Sox. In 1920, Mays went 26-11 with the New York Yankees. In 1924, Mays went 20-9 with the Cincinnati Reds and becamethe first pitcher in baseball history with three 20-win seasons with three different ball clubs!"
1924,Where what happened yesterdayis being preserved today.
1924,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1925,"One of the most sensational court cases in twentieth-century America, the ""Scopes Monkey Trial"" went infinitely beyond the boundaries of law and the courtroom to question the social, intellectual, and cultural values of America. In 1925, the American Civil Liberties Union (ACLU) announced that it was willing to financially support anyone challenging a recently enacted Tennessee law that prohibited the teaching of Darwinism in the state's schools. John T. Scopes, a twenty-five year-old high-school science teacher in Dayton, Tennessee, who taught evolution in his school biology class, accepted the ACLU offer and agreed to stand as the defendant in a test case to challenge the law. At the conclusion of the hearings, Scopes' attorney asked the jury to return a verdict of guilty in order that the case might be appealed to the Tennessee Supreme Court where, he hoped, the anti-Darwin law would be overturned. The jury, complying with his request, returned a verdict of guilty and fined Scopes $100."
1925,"Ty Cobb set another one of his many Major League records on May 5thafter going six-for-six, (including three home runs) in a Detroit Tiger win over the St. Louis Browns. Cobb's sixteen total bases topped the American League record previously set by Joe Hauser (fourteen) on August 2ndof 1924."
1925,Boston Red Sox outfielder Ira Flagstead initiated three double plays on May 19thin an 8-2 loss to the St. Louis Browns breaking the record previously set by Tris Speaker in 1918. (All of Speaker's were unassisted).
1925,"Rookie Ben Paschal of the New York Yankees hit two inside-the-park home runs, in an 11-6 win over the Chicago White Sox on September 22nd. Paschal totaled seven home runs in the month of September setting a franchise record (for rookies) that stood until 1998."
1925,Pittsburgh Pirates shortstop Glenn Wright pulled off the impossible after completing a solo triple play at second base during a 10-9 win over the St. Louis Cardinals on May 7th. Wright ended the game after snagging a Jim Bottomley line drive while simultaneously stepping on the bag before Johnny Cooney could return. Then he tagged Rogers Hornsby who was attempting to retreat after coming down from first base.
1925,Second baseman Milt Stock of the Brooklyn Dodgers set a modern National League record after tallying four hits in four consecutive games.
1925,"Marv Goodwin (one of the few remaining ""spitball"" pitchers) was killed in an accident during an Air Reserve training flight on October 21st. The former right-hander for the St. Louis Cardinals had recently joined the Cincinnati Reds at the end of the season and became the first active-player ever to be killed in a plane crash."
1925,"At the annual meeting of American League owners, a plan was adopted to alternate the site of future World Series openers by league rather than deciding it by a coin toss. Games 1, 2, 6, and 7 would be played in one park and 3, 4, and 5 would take place in the other."
1925,"On April 5th, New York Yankees icon Babe Ruth collapsed suddenly at a railroad station in Asheville, North Carolina. He later underwent an emergency operation for an ulcer at New York Hospital on April 17thand remained in bed until May 26th."
1925,"Baseball legend Christy Mathewson died of tuberculosis on October 7that Saranac Lake, New York, at the age of forty-five. At the time of his death he was part owner and president of the Boston Braves franchise."
1925,"""I don't want to play golf. When I hit a ball, I want someone else to go chase it."" - Hall of Famer Rogers Hornsby"
1925,Hitting Statistics League Leaderboard
1925,Pitching Statistics League Leaderboard
1925,Team Standings
1925,Hitting Statistics League Leaderboard
1925,Pitching Statistics League Leaderboard
1925,"On April 14, 1925 the Chicago Cubs began broadcasting via radio regular season games and their announcer was Quin Ryan of WGN."
1925,"No National League games were played on April 21, 1925, in respect for the legendary Dodger president Charles Ebbets who had died on April 18, 1925."
1925,"In 1925,Rogers Hornsbybatted .403, went deep thirty-nine times, and drove in one-hundred forty-three runs to earn his secondTriple Crownand became the only player-manager to hit for a Triple Crown title."
1925,Where what happened yesterdayis being preserved today.
1925,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1926,"U.S. troops were deployed to Nicaragua in May to help restore civil order after a revolt broke out against the new president Emiliano Chamorro. The resulting ""Bryan-Chamorro Treaty"" (terminated in 1970) granted the United States an option for a canal route through the country as well as the installation naval bases. For the majority of the century, Nicaragua's politics had been dominated by the competition for power between the Liberals, who were centered in the city of León, and the Conservatives who were centered in Granada."
1926,"Controversial radio host Father Coughlin began broadcasting his right-wing addresses in which he criticized such diverse groups as U.S. bankers, trade unionists, and Communists. Later, he organized the National Union for Social Justice, which denounced President Roosevelt's ""New Deal"" policies and advocated such measures as silver inflation as well as the nationalizing of banks, utilities, and many natural resources. Coughlin also published a magazine titled ""Social Justice"" in which he made increasingly anti-Semitic remarks directed especially at Jewish members of Wall Street."
1926,"After eleven seasons (ten-and-a-half years), New York Yankees first baseman Wally Pipp was replaced by an ""up-and-coming"" rookie from Columbia University named Lou Gehrig who would hold the position for 2,130 consecutive games."
1926,"Despite losing 11-7 to the Chicago White Sox at Sportsman's Park III on April 22nd, the St. Louis Browns managed to tie an American League record with five double plays."
1926,"On April 13th, Washington Senators ace Walter Johnson and Philadelphia Athletics knuckleballer Eddie Rommel met for what is still considered to be the greatest opening-day pitchers' duel in baseball history. After going head-to-head for fifteen grueling innings, Johnson emerged the 1-0 victor after fanning twelve batters."
1926,"The Cincinnati Reds used a Major League record-tying eight sacrifices on May 6th, in a 14-1 triumph over the visiting Philadelphia Phillies at Crosley Field."
1926,"The city of St. Louis declared May 22ndas ""Rogers Hornsby Day"" to honor the longtime player / manager. The Cardinals presented Hornsby with $1,000 in gold and a medal as the National League MVP for his performance in the 1925 season."
1926,"During a September 3rdouting against the Boston Braves, the New York Giants set a National League record after recording an astounding twelve runs in the fifth inning. The mid-game rally devastated the Braves who were unable to recover en route to an embarrassing 17-3 disaster."
1926,"The Major League Baseball Rules Committee finally agreed to allow the use of a resin bag by pitchers. The Committee also discussed the elimination of the intentional walk (forcing the pitcher to throw to the batter), as calling a ""catcher balk"" had not eliminated the practice as originally intended."
1926,A nineteen year-old pitching phenomenon named Satchel Paige made his debut on May 1stin the Negro Southern League leading Chattanooga to a 5-4 triumph over Birmingham.
1926,"On May 8th, the bleachers along the left field line at Fenway Park were partially destroyed by a fire. Surprisingly, the Red Sox management opted not to replace the seats."
1926,"""I saw a lot of good hitters but I never saw a better one than Paul Waner. I mean I once threw a side arm spitter right into his belly and he hit it into the upper deck."" - Burleigh Grimes"
1926,Hitting Statistics League Leaderboard
1926,Pitching Statistics League Leaderboard
1926,Team Standings
1926,Hitting Statistics League Leaderboard
1926,Pitching Statistics League Leaderboard
1926,"On May 23, 1926,Hack Wilsonof the Chicago Cubs became the first player to hit a ball off the old scoreboard (four-hundred forty-seven feet away) at Wrigley Field."
1926,Hack Wilsonwould also lead the league in base on balls with sixty-nine. This is theMajor League recordfor fewest base on balls by the league leader.
1926,"On June 24, 1926,Rogers Hornsbywould get career hit number two-thousand — a bases-loaded game winner."
1926,Where what happened yesterdayis being preserved today.
1926,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1927,"On August 23rd, the Commonwealth of Massachusetts executed two Italian immigrants for a double murder. It was widely believed that the men's reputation as anarchists prevented them from receiving a fair trial and the case remains one of the most controversial in American history. On April 15, 1920, a paymaster for a shoe company in South Braintree, Massachusetts, and his guard were shot and killed by two men who escaped with over $15,000. It was thought from reports of witnesses that the murderers were Italians. The suspects, Nicola Sacco and Bartolomeo Vanzetti were later arrested. Neither, however, had a criminal record, nor was there any evidence of their having had any of the money. In July of 1921, they were found guilty after a trial in Dedham, Massachusetts, and sentenced to death. Years later it was determined that Sacco was probably guilty of the crime, but that Vanzetti was innocent."
1927,"American Aviator Charles Lindbergh astounded the world on May 21stby landing in Paris after a solo flight from New York across the Atlantic in ""The Spirit of St. Louis"". Upon his return to the United States he received an unprecedented welcome, was promoted to colonel, and made a nationwide tour to foster popular interest in aviation. Lindbergh later married Anne Morrow, the daughter of the U.S. ambassador to Mexico and made several more historic flights with her. After the kidnapping and death of their son in 1932, the Lindberghs moved to England where Charles collaborated with Alexis Carrel on the invention of a perfusion pump that could maintain organs outside the body."
1927,"With an all-star lineup known as ""Murderer's Row"", the New York Yankees outscored its opponents by nearly four-hundred runs and hit .307 as a team. Babe Ruth set the original single season mark with sixty home runs which was more than any other American League team had combined. Outfield counterparts, Earle Combs in center and Bob Meusel in left, hit .356 and .337 respectively. Lou Gehrig had his first big season, batting .373 with forty-seven home runs and a league leading one-hundred seventy-five runs batted in. Second year man Tony Lazzeri ranked third in the loop with eighteen home runs."
1927,"On May 30th, Washington Senators ace Walter Johnson tossed the final shutout of his career (number one-hundred ten) with a three hit, 3-0 victory over the Boston Red Sox. The ""Big Train"" went on to retire at the end of the season, but eventually returned to the majors as a manager for both the Senators and Cleveland Indians."
1927,"On May 3rd, Jess Barnes (Brooklyn Dodgers) and Virgil Barnes (New York Giants) combined for the first match-up in Major League history between two brothers. Jess pitched the last seven innings, surrendering runs in the seventh and eighth, while Virgil allowed twelve hits in the first seven 2/3 innings, and finished with a 7-6 loss."
1927,"Chicago Cubs shortstop Jimmy Cooney pulled off a rare unassisted triple play in the opener of a Memorial Day doubleheader against the Pittsburgh Pirates. Cooney first caught a Paul Waner line drive, then stepped on second to retire brother Lloyd Waner and finally tagged Clyde Barnhart who was attempting to get back on first. Amazingly, the feat would be duplicated the following day by Detroit Tigers first baseman Johnny Nuen against the Cleveland Indians."
1927,"Pittsburgh Pirates slugger Paul Waner set a new National League record after finishing fourteen straight games with at least one long hit (twelve doubles, five triples, three home runs). The following day, his twenty-three game hitting streak also came to an end."
1927,"During a May 14thgame between the Philadelphia Phillies and St. Louis Cardinals, a section of ten rows in the right field stands at the Baker Bowl collapsed spilling hundreds of fans onto spectators below. There are many injuries, but the one death that occurred was caused by the crowd's ensuing stampede, not the collapsing bleachers."
1927,"The New York Yankees grand finale for the 1927 season, the World Series, was the quickest ever played and lasted only seventy-four hours and fifteen minutes. They became the first American League team to sweep a World Series, and it was only the second four game sweep in World Series history (Braves over Athletics in 1914). The Yankees trailed a total of only two innings during the entire series out scoring the Pirates 23-10. Pittsburgh, only once, managed to score more than one run in an inning (during Game 4)."
1927,"""I played baseball because I could make more money doing that than I could doing anything else."" - Hall of Famer Bill Terry"
1927,←1926| 1927 Hitting Statistics League Leaders |1928→
1927,←1926| 1927 Pitching Statistics League Leaders |1928→
1927,1927 Team Standings |1927 World Series
1927,Hitting Statistics League Leaderboard
1927,Pitching Statistics League Leaderboard
1927,"OnApril 12, 1927,Bill Terryof the New York Giants made history when during the fifth inning he connected for the first EVER Opening Day grand slam."
1927,"OnMay 30, 1927,Jimmy Cooney, the Cubs's shortstop, caught a liner hit byPaul Wanerto record the first out in the fourth inning of a game versus the Pittsburgh Pirates. Immediately after he caught the hard hit ball, Cooney stepped on second whereLloyd Wanerwas once standing (second out). Then Cooney casually taggedClyde Barnhartwho was coming in hard from first and theunassisted triple playwas ""in the books."""
1927,"OnJuly 27, 1927, future500 Home Runs ClubmemberMel Ottwent deep for the first time in his Major League career. However, did you know that it was also an inside the park home run AND the only time he would hit an inside the park variation during his big league career?"
1927,Where what happened yesterdayis being preserved today.
1927,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1928,"On June 18th, Amelia Earhart became the first woman to fly across the Atlantic Ocean during a historic flight that lasted twenty-four hours and forty-nine minutes. The first woman to obtain pilot's certification from the National Aeronautic Association, Earhart flew as a passenger aboard a Fokker F.VIIb-3m flown by Wilmer Stultz and Slim Gordon. She later made the first solo flight by a woman from Hawaii to California in 1935, but her plane was later lost somewhere in the Pacific in 1937 as she was attempting to circumnavigate the globe. The exact circumstances of her (presumed) crash are still unknown today."
1928,"The Kellogg-Briand Pact was developed as an international effort to outlaw war. The declaration originally started as a bilateral French-American accord, but fourteen nations registered immediately, and sixty-two nations eventually signed. Although unsuccessful, the treaty marked the high point of idealism in the pursuit of peace. The proclamation stated ""Whereas a Treaty between the President of the United States Of America, the President of the German Reich, His Majesty the King of the Belgians, the President of the French Republic, His Majesty the King of Great Britain, Ireland and the British Dominions beyond the Seas, Emperor of India, His Majesty the King of Italy, His Majesty the Emperor of Japan, the President of the Republic of Poland, and the President of the Czechoslovak Republic, providing for the renunciation of war as an instrument of national policy."""
1928,"On May 1st, the Cleveland Indians outfield tied a Major League record with five assists in a game against the St. Louis Browns. Rookie Sam Langford also tied another Major League mark after posting four of them himself. It was the tenth time (once in extra innings) that the record was equaled in the major leagues, and the last time the century. Although the ""Tribe"" was out-hit 12-10, they managed to hold on for the 4-3 victory."
1928,Forty-one year-old Detroit Tiger veteran Ty Cobb stole home on June 15thagainst the Cleveland Indians for the fiftieth (and final time) in his twenty-four year career to extend another one of his ninety Major League records.
1928,Washington Senators pitcher Milt Gaston set another unusual American League record after surrendering fourteen hits en route to a 9-0 shutout over the Cleveland Indians on July 10th.
1928,The Philadelphia Phillies and St. Louis Cardinals combined on June 2ndto set a Major League record with a 2-1 effort that was the result of three pinch-hit home runs.
1928,"Following a Labor Day doubleheader rainout, the Boston Braves went on to play a record nine consecutive doubleheaders between September 4thand the 15th: First, the Brooklyn Dodgers on the 4thand 5th; then Philadelphia Phillies on the 7thand 8th; followed by the New York Giants on the 10th, 11th, 13th, and 14th; and finally the Chicago Cubs on the 15th. Starting with Philadelphia, the Braves also went on to set an unwanted record by dropping five consecutive games including all four against the Giants."
1928,"On September 18th, the Boston Braves and Chicago Cubs combined to set a National League record with eight double plays between them."
1928,"After voters in Massachusetts finally approved Sunday baseball in Boston (provided that the ballpark is more than 1,000 feet from a church), Pennsylvania was left as the only state in the major leagues with no Sunday baseball."
1928,"Alfred J. Reach, founder of A.J. Reach Sporting Goods, died on January 14that the tender age of eighty-seven. Reach had become the first ballplayer ever to receive a regular salary after signing as a catcher with the Philadelphia Athletics at $25 a week (for expenses) in 1865."
1928,"On December 11th, National League President John Heydler first proposed (see newspaper story at bottom of page) the concept of a designated hitter (also known as the tenth regular). Heydler contended that the fans were tired of seeing weak hitting pitchers come up to bat and the incorporation of a designated hitter would improve the quality of play and speed up the game."
1928,"""The DH cuts down strategy. It helps mediocre teams and good teams can't have full benefit of better pinch hitters. The bad teams benefit."" - Billy Martin"
1928,Hitting Statistics League Leaderboard
1928,Pitching Statistics League Leaderboard
1928,Team Standings
1928,Hitting Statistics League Leaderboard
1928,Pitching Statistics League Leaderboard
1928,"If you want to try a challenge, try to find other players who have led their league in home runs and triples — a combination led byJim Bottomleyin 1928."
1928,"Did you know that on December 11, 1928, the National League voted for and approved a new position called the designated hitter? The American League voted no to the idea which was proposed by National League president John A. Heydler and strongly supported by the New York Giants managerJohn McGraw."
1928,"Designated Hitter History | December 12, 1928 | The Brooklyn Citizen"
1928,"On September 4, 1928 the Boston Braves played a doubleheader. On September 15, 1928 they played another doubleheader; however, between those two dates ALL their match-ups were arecord settingnine consecutive doubleheaders."
1928,Where what happened yesterdayis being preserved today.
1928,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1929,"One February evening in north Chicago, seven well-dressed men were found riddled with bullets inside the S.M.C Cartage Company garage. All had been lined up against a wall, with their backs to their executioners (who were disguised as policemen) and shot to death. The men were mobsters working under the leadership of gangster and bootlegger, ""Bugs"" Moran and were casualties of what would become the ""St. Valentine's Day Massacre"". Ordered by rival gang leader, Al ""Scarface"" Capone, the notorious attack was carried out by Jack ""Machine Gun"" McGurn who had organized the hit. Thanks to prohibition, Capone had become the crime czar of Chicago, running gambling, prostitution and bootlegging rackets while continuously expanding his territories by getting rid of rival gangs."
1929,"Stock market prices plummeted from November to December and U.S. securities lost $26 billion, marking the first financial disaster of the Great Depression. The American depression produced severe effects abroad, especially in Europe, where many countries had not fully recovered from the aftermath of World War I. In Germany, the economic disaster and resulting social dislocation contributed to the rise of Adolf Hitler and the Nazi Party. Although it shared the basic characteristics of other such crises, the Great Depression was unprecedented in its length and in the wholesale poverty and tragedy it inflicted on society."
1929,"The first-place Philadelphia Athletics scored a whopping eight runs off of Boston Red Sox pitcher Milt Gaston on the way to an embarrassing 24-6 massacre at Fenway Park on May 1st. The twenty-four runs matched a franchise record previously set in the ""Ty Cobb protest game"" in 1912, and the twenty-nine hits set another franchise mark."
1929,"The Chicago White Sox and Detroit Tigers set a major league ""marathon"" record on May 24thafter going twenty-one innings (three hours and thirty-one minutes) for the longest game ever seen to date at Comiskey Park. George Uhle emerged the 6-5 winner, after going twenty innings, with Vic Sorrell finishing in relief. The loser, Ted Lyons, went the distance giving up a respectable twenty-four hits (over twenty-one innings)."
1929,"On April 29th, Brooklyn Dodgers relief pitcher Clise Dudley became the first player ever to hit a home run against the first pitch he saw. Claude Willoughby of the Philadelphia Phillies gave up the inaugural round-tripper en route to an 8-3 victory. Amazingly Dudley would go on to hit only two more home runs in his four Major League years."
1929,The Chicago Cubs and Cincinnati Reds turned an amazing nine double plays on July 3rdto tie the Major League double-play mark previously set in 1925 by Detroit and Washington.
1929,"The St. Louis Cardinals answered back after losing 10-6 in the opener of a doubleheader against the Philadelphia Phillies with a magnificent 28-6 victory on July 6th. The ""Redbirds"" came out swinging in game two and collected ten runs in the first and ten more in the fifth. Their twenty-eight hits and twenty-eight runs set a National League record and both teams combined to tie a Major League title with seventy-three hits in a doubleheader."
1929,"The New York Yankees announced that they were adding numbers on the backs of their uniforms. Initially, continuous numbers were distributed based upon a player's position in the batting order (Combs #1, Koenig #2, Ruth #3, Gehrig #4, Meusel #5, Lazzeri #6, Durocher #7, Grabowski #8). Several weeks later, the Cleveland Indians agreed to follow suite and by 1931 all American League teams were utilizing the new identification technique. However, some National League players still remained numberless until 1933."
1929,"On August 3rd, the Chicago Cubs voiced their complaint about the ragged sleeve on the pitching arm of Brooklyn Dodger ace Dazzy Vance (an old trick to distract the hitter). Soon after, a Major League rule was passed that required all pitchers to maintain neat attire. The mandate would expand over the years to include caps, gloves, glasses and other visual deterrents."
1929,The New York Giants used the first public address system in a big-league ballpark during a July 5thgame against the Pittsburgh Pirates.
1929,"On September 25th, New York Yankees manager Miller Huggins died from accidental blood poisoning at New York's St. Vincent Hospital at the age of forty-nine. On the day of his funeral in Cincinnati, the American League canceled all games. Yankees coach Art Fletcher remained, as interim skipper, and Bob Shawkey was brought in as the official manager for the 1930 season."
1929,"""There's something about this mud (Lena Blackburne). I don't know how to explain it. It takes the shine off without getting the ball excessively dark."" - Former Major League umpire Bill Kinnamon"
1929,Hitting Statistics League Leaderboard
1929,Pitching Statistics League Leaderboard
1929,Team Standings
1929,Hitting Statistics League Leaderboard
1929,Pitching Statistics League Leaderboard
1929,"On June 3, 1918,Dutch Leonard, a left-handed pitcher, tossed a no-hitter. On May 8, 1929,Carl Hubbellbecame the next left-hander totoss a gemwhen he blanked the Pirates 11-to-0."
1929,"Did you know that the New York Giants were the first team to use a public address system in a ballpark and that the debut of the new broadcasting system took place on July 5, 1929?"
1929,"WhenChuck Klein,Mel Ott,Rogers Hornsby, andHack WilsonALL made a run at the senior circuit home run record in 1929 National League President John A. Heydler ordered umpires to remove the gloss from new balls before each game — the start of a tradition that would soon ""star""Lena Blackburne Rubbing Mud."
1929,Where what happened yesterdayis being preserved today.
1929,"Copyright 1999-. All Rights Reserved by Baseball Almanac, Inc.Hosted byHosting 4 Less. Part of theBaseball AlmanacFamily"
1930,"Economics dominated politics in the 1930s and the decade began with the construction of shanty towns called ""Hoovervilles"" (named after a president who felt that relief should be left to the private sector) and ended with a series of federal programs funded by the national government and an assortment of commissions set up to regulate Wall Street, the banking industry, and other business enterprises."
1930,The Hawley-Smoot Tariff Act was passed by the U.S. Congress and signed by President Hoover who desired a limited upward revision of tariff rates with general increases on farm products and industrial rates. The controversial act brought retaliatory tariffs from many foreign countries causing U.S. foreign trade to suffer while intensifying America's economic depression.
1930,"Many of America's most distinguished writers produced works of fiction during the thirties. The list includes such names as F. Scott Fitzgerald, Ernest Hemingway and Thornton Wilder. Some of the novels of this period explored what was happening in America during the Great Depression. One standout, John Steinbeck's ""The Grapes of Wrath"", chronicled the life of a displaced Oklahoma family who had lost its farm to the drought of the Dust Bowl."
1930,"During an April 27th, 2-1 victory over the St. Louis Browns, Chicago White Sox first baseman Bud Clancy became the first player at his position since Al McCauley of Washington (American Association) in 1891 to have no chances in a nine-inning game."
1930,"The New York Yankees' and Detroit Tigers' outfields combined on May 9thfor a meager two putouts setting an American League record that has never been equaled. The National League record for outfielder idleness was previously set at one putout when the Pittsburgh Pirates took on the ""Brooklyn Superbas"" back in August of 1910."
1930,"On May 11th, Cleveland Indians outfielder Bibb Falk accomplished true offensive symmetry after collecting five hits, five runs batted in and five runs (in the first five innings) during a 25-7 massacre over the Philadelphia Athletics."
1930,"New York Giants pitcher Larry Benton set an unwanted modern Major League record (since tied several times) by surrendering six separate home runs in a single game. Training the Chicago Cubs 14-4, Benton and his teammates managed to tack on five runs (on four home runs) in the bottom of the seventh to tie the Major League record for most runs in a side."
1930,"The rules governing homeruns was changed after Brooklyn Dodgers catcher Al Lopez bounced one over Cincinnati Reds' left fielder Bob Meusel and into the bleachers on September 12th. The lucky round-tripper marked the last recorded ""bouncer"" and has since then been marked as a guaranteed double."
